,code,title,name,verdict,confidence,guidance,source,flag_min_skills,is_seminar,flag_seminar_al,flag_seminar_sp,flag_verdict,flag_confidence,flag_missing_course_code,flag_missing_title,flag_missing_skill_name
20,CSCE 201,Fundamentals of Cybersecurity,Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
21,CSCE 201,Fundamentals of Cybersecurity,Instructing,Untouched,high,Teaching and mentoring require adapting to a learner's needs in real time — a human strength.,O*NET skill: Instructing (2.B.1.e) | AEI task presence: 6.10% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
22,CSCE 201,Fundamentals of Cybersecurity,Learning Strategies,Transforming,medium,AI can personalize learning paths. Focus on metacognition and applying learned concepts in novel situations.,O*NET skill: Learning Strategies (2.A.2.c) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
23,CSCE 201,Fundamentals of Cybersecurity,Active Learning,Transforming,medium,AI can curate and explain information. Focus on asking the right questions and connecting insights across domains.,O*NET skill: Active Learning (2.A.2.b) | AEI task presence: 6.24% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
24,CSCE 201,Fundamentals of Cybersecurity,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
25,CSCE 206,Structured Programming in C,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
26,CSCE 206,Structured Programming in C,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
27,CSCE 206,Structured Programming in C,Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
28,CSCE 206,Structured Programming in C,Complex Problem Solving,Transforming,high,AI helps model and explore solutions. Focus on defining the right problem and validating AI-proposed approaches.,O*NET skill: Complex Problem Solving (2.B.2.i) | AEI task presence: 6.66% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
29,CSCE 206,Structured Programming in C,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
30,CSCE 221,Data Structures and Algorithms,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
31,CSCE 221,Data Structures and Algorithms,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
32,CSCE 221,Data Structures and Algorithms,Writing,Transforming,high,"AI handles drafts and editing. Focus on voice, argument structure, and tailoring content for specific audiences.",O*NET skill: Writing (2.A.1.c) | AEI task presence: 22.81% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
33,CSCE 221,Data Structures and Algorithms,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
34,CSCE 221,Data Structures and Algorithms,Active Learning,Transforming,medium,AI can curate and explain information. Focus on asking the right questions and connecting insights across domains.,O*NET skill: Active Learning (2.A.2.b) | AEI task presence: 6.24% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
35,CSCE 222,Discrete Structures for Computing,Mathematics,Transforming,high,AI can solve and explain mathematical problems. Focus on formulating problems correctly and interpreting results.,O*NET skill: Mathematics (2.A.1.e) | AEI task presence: 4.09% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
36,CSCE 222,Discrete Structures for Computing,Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
37,CSCE 222,Discrete Structures for Computing,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
38,CSCE 222,Discrete Structures for Computing,Instructing,Untouched,high,Teaching and mentoring require adapting to a learner's needs in real time — a human strength.,O*NET skill: Instructing (2.B.1.e) | AEI task presence: 6.10% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
39,CSCE 222,Discrete Structures for Computing,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
40,CSCE 231,Computing Ethics,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
41,CSCE 231,Computing Ethics,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
42,CSCE 231,Computing Ethics,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
43,CSCE 231,Computing Ethics,Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
44,CSCE 231,Computing Ethics,Writing,Transforming,high,"AI handles drafts and editing. Focus on voice, argument structure, and tailoring content for specific audiences.",O*NET skill: Writing (2.A.1.c) | AEI task presence: 22.81% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
45,CSCE 285,Directed Studies,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
46,CSCE 285,Directed Studies,Instructing,Untouched,high,Teaching and mentoring require adapting to a learner's needs in real time — a human strength.,O*NET skill: Instructing (2.B.1.e) | AEI task presence: 6.10% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
47,CSCE 285,Directed Studies,Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
48,CSCE 285,Directed Studies,Active Learning,Transforming,medium,AI can curate and explain information. Focus on asking the right questions and connecting insights across domains.,O*NET skill: Active Learning (2.A.2.b) | AEI task presence: 6.24% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
49,CSCE 285,Directed Studies,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
50,CSCE 289,Special Topics in...,Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,True,False,False,False,False,False,False,False
51,CSCE 289,Special Topics in...,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,True,False,False,False,False,False,False,False
52,CSCE 289,Special Topics in...,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,True,False,False,False,False,False,False,False
53,CSCE 289,Special Topics in...,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,True,False,False,False,False,False,False,False
54,CSCE 289,Special Topics in...,Social Perceptiveness,Untouched,high,Reading people and situations is deeply human. This skill becomes more valuable as AI handles technical tasks.,O*NET skill: Social Perceptiveness (2.B.1.a) | Anthropic Economic Index (CC-BY),False,True,False,False,False,False,False,False,False
55,CSCE 291,Research,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,True,False,True,False,False,False,False,False
56,CSCE 291,Research,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,True,False,True,False,False,False,False,False
57,CSCE 291,Research,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,True,False,True,False,False,False,False,False
58,CSCE 291,Research,Writing,Transforming,high,"AI handles drafts and editing. Focus on voice, argument structure, and tailoring content for specific audiences.",O*NET skill: Writing (2.A.1.c) | AEI task presence: 22.81% of conversations | Anthropic Economic Index (CC-BY),False,True,False,True,False,False,False,False,False
59,CSCE 291,Research,Complex Problem Solving,Transforming,high,AI helps model and explore solutions. Focus on defining the right problem and validating AI-proposed approaches.,O*NET skill: Complex Problem Solving (2.B.2.i) | AEI task presence: 6.66% of conversations | Anthropic Economic Index (CC-BY),False,True,False,True,False,False,False,False,False
60,CSCE 305,Computational Data Science,Complex Problem Solving,Transforming,high,AI helps model and explore solutions. Focus on defining the right problem and validating AI-proposed approaches.,O*NET skill: Complex Problem Solving (2.B.2.i) | AEI task presence: 6.66% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
61,CSCE 305,Computational Data Science,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
62,CSCE 305,Computational Data Science,Judgment and Decision Making,Transforming,high,AI provides data and options. Your judgment in weighing trade-offs and making final decisions is the value you add.,O*NET skill: Judgment and Decision Making (2.B.4.e) | AEI task presence: 9.80% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
63,CSCE 305,Computational Data Science,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
64,CSCE 305,Computational Data Science,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
65,CSCE 310,Database Systems,Complex Problem Solving,Transforming,high,AI helps model and explore solutions. Focus on defining the right problem and validating AI-proposed approaches.,O*NET skill: Complex Problem Solving (2.B.2.i) | AEI task presence: 6.66% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
66,CSCE 310,Database Systems,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
67,CSCE 310,Database Systems,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
68,CSCE 310,Database Systems,Judgment and Decision Making,Transforming,high,AI provides data and options. Your judgment in weighing trade-offs and making final decisions is the value you add.,O*NET skill: Judgment and Decision Making (2.B.4.e) | AEI task presence: 9.80% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
69,CSCE 310,Database Systems,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
70,CSCE 312,Computer Organization,Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
71,CSCE 312,Computer Organization,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
72,CSCE 312,Computer Organization,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
73,CSCE 312,Computer Organization,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
74,CSCE 312,Computer Organization,Systems Analysis,Transforming,high,AI helps document and model systems. Focus on understanding business context and validating system behavior.,O*NET skill: Systems Analysis (2.B.4.g) | AEI task presence: 4.99% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
75,CSCE 313,Introduction to Computer Systems,Persuasion,Untouched,high,Genuine persuasion requires human connection and trust that AI cannot replicate. Invest in this skill.,O*NET skill: Persuasion (2.B.1.c) | AEI task presence: 0.27% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
76,CSCE 313,Introduction to Computer Systems,Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
77,CSCE 313,Introduction to Computer Systems,Social Perceptiveness,Untouched,high,Reading people and situations is deeply human. This skill becomes more valuable as AI handles technical tasks.,O*NET skill: Social Perceptiveness (2.B.1.a) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
78,CSCE 313,Introduction to Computer Systems,Service Orientation,Untouched,high,Understanding and serving others' needs requires empathy AI cannot genuinely offer.,O*NET skill: Service Orientation (2.B.1.f) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
79,CSCE 313,Introduction to Computer Systems,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
80,CSCE 314,Programming Languages,Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
81,CSCE 314,Programming Languages,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
82,CSCE 314,Programming Languages,Instructing,Untouched,high,Teaching and mentoring require adapting to a learner's needs in real time — a human strength.,O*NET skill: Instructing (2.B.1.e) | AEI task presence: 6.10% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
83,CSCE 314,Programming Languages,Learning Strategies,Transforming,medium,AI can personalize learning paths. Focus on metacognition and applying learned concepts in novel situations.,O*NET skill: Learning Strategies (2.A.2.c) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
84,CSCE 314,Programming Languages,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
85,CSCE 315,Programming Studio,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
86,CSCE 315,Programming Studio,Coordination,Untouched,high,Coordinating people and teams relies on context and relationships AI doesn't have.,O*NET skill: Coordination (2.B.1.b) | AEI task presence: 2.11% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
87,CSCE 315,Programming Studio,Judgment and Decision Making,Transforming,high,AI provides data and options. Your judgment in weighing trade-offs and making final decisions is the value you add.,O*NET skill: Judgment and Decision Making (2.B.4.e) | AEI task presence: 9.80% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
88,CSCE 315,Programming Studio,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
89,CSCE 315,Programming Studio,Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
90,CSCE 320,Principles of Data Science,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
91,CSCE 320,Principles of Data Science,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
92,CSCE 320,Principles of Data Science,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
93,CSCE 320,Principles of Data Science,Writing,Transforming,high,"AI handles drafts and editing. Focus on voice, argument structure, and tailoring content for specific audiences.",O*NET skill: Writing (2.A.1.c) | AEI task presence: 22.81% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
94,CSCE 320,Principles of Data Science,Complex Problem Solving,Transforming,high,AI helps model and explore solutions. Focus on defining the right problem and validating AI-proposed approaches.,O*NET skill: Complex Problem Solving (2.B.2.i) | AEI task presence: 6.66% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
95,CSCE 325,Foundations of Artificial Intelligence and Machine Learning,Reading Comprehension,Transforming,medium,AI can summarize and extract information. Focus on critical interpretation and applying insights.,O*NET skill: Reading Comprehension (2.A.1.a) | AEI task presence: 9.29% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
96,CSCE 325,Foundations of Artificial Intelligence and Machine Learning,Active Listening,Untouched,medium,Deep listening and understanding subtext are skills AI cannot replicate.,O*NET skill: Active Listening (2.A.1.b) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
97,CSCE 325,Foundations of Artificial Intelligence and Machine Learning,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
98,CSCE 325,Foundations of Artificial Intelligence and Machine Learning,Speaking,Untouched,medium,Public speaking and real-time communication remain distinctly human strengths.,O*NET skill: Speaking (2.A.1.d) | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
99,CSCE 325,Foundations of Artificial Intelligence and Machine Learning,Writing,Transforming,high,"AI handles drafts and editing. Focus on voice, argument structure, and tailoring content for specific audiences.",O*NET skill: Writing (2.A.1.c) | AEI task presence: 22.81% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
100,CSCE 331,Foundations of Software Engineering,Programming,Transforming,high,"Practice writing and reviewing code with AI assistance, not just typing it yourself. The skill is now directing and validating AI-generated code.",O*NET skill: Programming (2.B.3.e) | AEI task presence: 33.13% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
101,CSCE 331,Foundations of Software Engineering,Critical Thinking,Transforming,high,"AI can process and summarize information, but your critical analysis and reasoning remain essential. Use AI to explore more angles faster.",O*NET skill: Critical Thinking (2.A.2.a) | AEI task presence: 23.93% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
102,CSCE 331,Foundations of Software Engineering,Judgment and Decision Making,Transforming,high,AI provides data and options. Your judgment in weighing trade-offs and making final decisions is the value you add.,O*NET skill: Judgment and Decision Making (2.B.4.e) | AEI task presence: 9.80% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
103,CSCE 331,Foundations of Software Engineering,Active Learning,Transforming,medium,AI can curate and explain information. Focus on asking the right questions and connecting insights across domains.,O*NET skill: Active Learning (2.A.2.b) | AEI task presence: 6.24% of conversations | Anthropic Economic Index (CC-BY),False,False,False,False,False,False,False,False,False
